mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.12149246533711751,0.0013018133624676496,0.013684511184692383,6.160833271389875e-05,,4,2,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.24049083391825357,0.0028132519825194977,0.02571392059326172,0.00013304198222428295,,4,2,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.06159345308939616,0.0007223551097270396,0.00769344965616862,1.748150026932934e-05,,4,5,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7565543071161048,0.797752808988764,0.8383458646616542,0.7975509935888411,0.03339156848191333,60
0.12207627296447754,0.0012496966005911601,0.013698418935139975,3.5775676806187905e-05,,4,5,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.24082223574320474,0.003038835000964424,0.025969664255777996,0.0002772293355562154,,4,5,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.0614630381266276,0.0005778652683328663,0.0077962080637613935,0.00010747052257880167,,4,10,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7565543071161048,0.8052434456928839,0.8308270676691729,0.7975416068260538,0.0308069200179798,67
0.1210625171661377,0.0008971575712518718,0.01376946767171224,7.012650194885119e-05,,4,10,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7677902621722846,0.8052434456928839,0.8195488721804511,0.7975275266818732,0.021823381683150837,76
0.23953612645467123,0.002196754462037407,0.02562260627746582,0.00025839654106986137,,4,10,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7490636704119851,0.7940074906367042,0.8157894736842105,0.7862868782443,0.027782357679724763,103
0.06466070810953777,0.0005835310620766947,0.007815122604370117,4.3390871384516846e-05,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7528089887640449,0.8127340823970037,0.849624060150376,0.8050557104371414,0.03989576050033882,42
0.12695233027140299,0.0008931632286007136,0.01388390858968099,0.0001159421049392764,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7677902621722846,0.8127340823970037,0.8609022556390977,0.8138088667361286,0.038020408579890204,25
0.2516256968180339,0.00206928164695637,0.026038169860839844,0.00014874045814745394,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7677902621722846,0.8277153558052435,0.8571428571428571,0.817549491706795,0.037179565638890806,14
0.06401483217875163,0.0008342846569523467,0.007756233215332031,2.1380710336156234e-05,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.7528089887640449,0.8052434456928839,0.868421052631579,0.8088244956961693,0.0472663041871777,38
0.12565120061238608,0.0011327309487828346,0.0138702392578125,5.5021512171957915e-05,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.8089887640449438,0.868421052631579,0.8138182534989159,0.04274799019789849,24
0.25985900561014813,0.016614047238889075,0.026033639907836914,0.0002484477941873584,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.8164794007490637,0.8796992481203008,0.8188260914458431,0.048772927533539755,10
0.0625770092010498,0.0006188512649485501,0.0077122847239176435,4.585838806636482e-05,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.7528089887640449,0.7827715355805244,0.8421052631578947,0.7925619291674879,0.037106558360988535,90
0.12322115898132324,0.001009720350273814,0.013701518376668295,6.539520250624134e-05,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.7940074906367042,0.8345864661654135,0.7975463002074474,0.028906965407178048,66
0.24419562021891275,0.0026603026986966763,0.02556586265563965,0.00016632129748588145,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.7565543071161048,0.7940074906367042,0.8233082706766918,0.7912900228098336,0.02731985097939591,91
0.06324521700541179,0.000522549868297188,0.007782538731892903,7.69943958586557e-06,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.7602996254681648,0.8164794007490637,0.8571428571428571,0.8113072944533619,0.039704877055176835,37
0.12438670794169109,0.0011332244209205332,0.013957500457763672,0.00019025115428551384,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7602996254681648,0.8239700374531835,0.8646616541353384,0.8163104390188956,0.04294849894942314,16
0.2461249033610026,0.002801640274055761,0.025751034418741863,0.00019653659092467454,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7602996254681648,0.8202247191011236,0.868421052631579,0.816315132400289,0.044226872706473214,15
0.06309811274210612,0.0005333366357261715,0.007808287938435872,7.077173058606768e-05,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7490636704119851,0.7940074906367042,0.8759398496240601,0.8063370035575832,0.052525573958553666,40
0.12464340527852376,0.0020409240365691673,0.014360348383585611,0.0009181727069444547,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.797752808988764,0.8646616541353384,0.8088198023147757,0.04181538277251061,39
0.24634202321370444,0.002142036004933649,0.025935888290405273,4.727225801533769e-05,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7565543071161048,0.8014981273408239,0.8571428571428571,0.8050650971999286,0.041142488618644446,41
0.062207539876302086,0.0005902289475331527,0.00768582026163737,1.778452738794016e-05,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7715355805243446,0.8014981273408239,0.8345864661654135,0.802540058010194,0.025750958036166602,52
0.12482889493306477,0.00380347981983131,0.013611237208048502,6.689113094942464e-05,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.8089887640449438,0.8308270676691729,0.8012869251781138,0.027802299160225634,59
0.2422482172648112,0.0028030937766755984,0.025671958923339844,0.00028437377063431643,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.06153551737467448,0.0004925564100242301,0.007890462875366211,9.67758212939539e-05,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7528089887640449,0.7940074906367042,0.8157894736842105,0.7875353176949865,0.02611579518395497,101
0.12077371279398601,0.0013975574373077343,0.013943831125895182,0.0001136407984275245,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7415730337078652,0.7940074906367042,0.8120300751879699,0.7825368665108465,0.029885672006384936,107
0.23899110158284506,0.002152134854450699,0.025594313939412434,3.70771341071642e-05,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7490636704119851,0.7902621722846442,0.8233082706766918,0.7875447044577736,0.03037107879391268,99
0.06121945381164551,0.0004431257143923592,0.007698456446329753,8.35334990404187e-06,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7528089887640449,0.7940074906367042,0.8157894736842105,0.7875353176949865,0.02611579518395497,101
0.12020301818847656,0.001270672941686923,0.013603846232096354,2.9833353629466737e-05,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7415730337078652,0.7940074906367042,0.8120300751879699,0.7825368665108465,0.029885672006384936,107
0.23906373977661133,0.0023730905412221413,0.02566242218017578,0.00015102168790875705,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7490636704119851,0.7902621722846442,0.8233082706766918,0.7875447044577736,0.03037107879391268,99
0.061035871505737305,0.0006181410164731895,0.007712841033935547,6.927307785743309e-05,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7677902621722846,0.7940074906367042,0.8082706766917294,0.7900228098335728,0.01676453102522607,98
0.11980923016866048,0.0008601089019152192,0.01364755630493164,0.0001336898389089585,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7490636704119851,0.8052434456928839,0.8270676691729323,0.7937915950926003,0.032858429839772454,82
0.24364773432413736,0.004008459550413542,0.02553097407023112,9.708298628670068e-05,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7490636704119851,0.7865168539325843,0.8195488721804511,0.7850431321750069,0.02879432593352853,106
0.06575528780619304,0.000624180335907674,0.007799307505289714,4.6474026884982965e-05,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7490636704119851,0.8052434456928839,0.8909774436090225,0.8150948532379637,0.05835333425903208,17
0.12888487180074057,0.000715185170754572,0.014088074366251627,0.00013987814825728396,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7453183520599251,0.8164794007490637,0.8796992481203008,0.8138323336430965,0.054892692468700474,20
0.2563317616780599,0.0019531354902858284,0.02606503168741862,0.0002508995311439349,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7490636704119851,0.8352059925093633,0.8834586466165414,0.8225761031792965,0.05558859586655711,4
0.06489245096842448,0.0007105411634338659,0.007852951685587565,3.428385846811984e-05,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.7790262172284644,0.8239700374531835,0.8721804511278195,0.825058901936489,0.038037849945733365,1
0.12708918253580728,0.0009662094504433096,0.013754447301228842,7.373531153961631e-05,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.8277153558052435,0.8721804511278195,0.8213135835844293,0.044377614483303886,7
0.25116753578186035,0.002373306702188493,0.02603920300801595,0.00015957089499065772,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.8202247191011236,0.8721804511278195,0.8175682652323694,0.045713764141223585,11
0.06352988878885905,0.0007072720089643227,0.007829904556274414,0.00011497215313095488,20,1,10,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.7602996254681648,0.8089887640449438,0.8458646616541353,0.805051017055748,0.03504257641678955,43
0.12459651629130046,0.0014812761717460828,0.013755718866984049,0.00014588831794547412,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.8052434456928839,0.8383458646616542,0.8025447513915877,0.03039318917860797,49
0.24642149607340494,0.0024839390145683987,0.025688012440999348,0.00012430617221237375,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.7565543071161048,0.8052434456928839,0.8421052631578947,0.8013010053222945,0.03503711029725297,56
0.06389522552490234,0.0004049515995495685,0.007856210072835287,0.00015268401423001034,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.7528089887640449,0.797752808988764,0.8533834586466166,0.8013150854664751,0.041136547888852806,53
0.12591926256815592,0.0013064933416343102,0.014024734497070312,0.00011072705732052367,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7602996254681648,0.8202247191011236,0.8571428571428571,0.8125557339040484,0.03990624747049223,28
0.24840903282165527,0.0023907013159042445,0.025883595148722332,0.00014206084334704558,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7677902621722846,0.8127340823970037,0.8571428571428571,0.8125557339040484,0.03647826214000604,28
0.06380899747212727,0.0004978105456995672,0.008084694544474283,0.00031778208520671415,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7565543071161048,0.7902621722846442,0.8609022556390977,0.8025729116799489,0.04348018183482082,46
0.12523039182027182,0.0006774919541965265,0.013813257217407227,0.00014520037281029463,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.8052434456928839,0.8646616541353384,0.811316681216149,0.04130047409695327,34
0.24760921796162924,0.0018841227833215578,0.025687774022420246,0.00018467888705001205,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7640449438202247,0.8052434456928839,0.8721804511278195,0.8138229468803093,0.044561028306780194,21
0.0623626708984375,0.00046950440088582224,0.007732470830281575,2.5134289197773314e-05,20,2,10,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7677902621722846,0.797752808988764,0.8270676691729323,0.7975369134446603,0.024200381585759906,70
0.12227543195088704,0.0013558094135320837,0.013682047526041666,0.00020637377181074665,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.8089887640449438,0.8195488721804511,0.7975275266818732,0.02406507133134066,76
0.2423884073893229,0.0028959101355259913,0.025346755981445312,5.2583054116582304e-05,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7602996254681648,0.8089887640449438,0.8233082706766918,0.7975322200632667,0.026968644048926935,73
0.06151787439982096,0.0005580652340283207,0.007778088251749675,8.482126066895466e-05,20,4,2,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7565543071161048,0.797752808988764,0.8383458646616542,0.7975509935888411,0.03339156848191333,60
0.12109891573588054,0.0018446861348164335,0.013846715291341146,0.00030193095993849084,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.23958508173624674,0.003113165148856988,0.025433063507080078,0.00011738396957979466,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.06251947085062663,0.0006398191776750097,0.00780034065246582,0.00012635569887379613,20,4,5,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7565543071161048,0.797752808988764,0.8383458646616542,0.7975509935888411,0.03339156848191333,60
0.12067174911499023,0.0018873814372829284,0.013774553934733072,9.072995629252105e-05,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.23925256729125977,0.002454816607393406,0.025641838709513348,0.0001465881151951659,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.060955444971720375,0.0005437784529231647,0.0076872507731119795,2.890824588849838e-05,20,4,10,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7565543071161048,0.8052434456928839,0.8308270676691729,0.7975416068260538,0.0308069200179798,67
0.1200416088104248,0.0009851714952767978,0.013614336649576822,7.147053967844523e-05,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7677902621722846,0.8052434456928839,0.8195488721804511,0.7975275266818732,0.021823381683150837,76
0.2378516991933187,0.0022829612183435494,0.025227944056193035,0.00020940249496418113,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7490636704119851,0.7940074906367042,0.8157894736842105,0.7862868782443,0.027782357679724763,103
0.06544915835062663,0.0004252112011588308,0.00783387819925944,0.0001097216588317403,30,1,2,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7490636704119851,0.8052434456928839,0.8909774436090225,0.8150948532379637,0.05835333425903208,17
0.12811716397603354,0.0008158619755510405,0.013846079508463541,0.00016090979631238573,30,1,2,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7453183520599251,0.8127340823970037,0.8796992481203008,0.81258389419241,0.054860873877290536,26
0.2548801898956299,0.002002651359254581,0.02601941426595052,6.0981840616449636e-05,30,1,2,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7490636704119851,0.8352059925093633,0.8834586466165414,0.8225761031792965,0.05558859586655711,4
0.06432755788167317,0.00039840918491381664,0.007782697677612305,5.326970400841467e-05,30,1,5,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.7790262172284644,0.8239700374531835,0.8721804511278195,0.825058901936489,0.038037849945733365,1
0.12660694122314453,0.0009722562518775224,0.013798713684082031,0.0002007043605858176,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.8277153558052435,0.8721804511278195,0.8213135835844293,0.044377614483303886,7
0.2513386408487956,0.002328625904143025,0.025809208552042644,8.306309249680549e-05,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.8202247191011236,0.8721804511278195,0.8175682652323694,0.045713764141223585,11
0.06324275334676106,0.0005189590030556298,0.00769503911336263,5.8303079504835563e-05,30,1,10,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.7602996254681648,0.8089887640449438,0.8458646616541353,0.805051017055748,0.03504257641678955,43
0.1287243366241455,0.0002674742655897932,0.016118288040161133,0.0032574457731291808,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.8052434456928839,0.8383458646616542,0.8025447513915877,0.03039318917860797,49
0.2486419677734375,0.006384248505806662,0.025506019592285156,0.00013013505449157458,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.7565543071161048,0.8052434456928839,0.8421052631578947,0.8013010053222945,0.03503711029725297,56
0.06355802218119304,0.0005867880304705317,0.007768472035725911,6.909268223934184e-05,30,2,2,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.7528089887640449,0.797752808988764,0.8533834586466166,0.8013150854664751,0.041136547888852806,53
0.12487459182739258,0.0011902342771321248,0.013798713684082031,0.00014107384000403204,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7602996254681648,0.8202247191011236,0.8571428571428571,0.8125557339040484,0.03990624747049223,28
0.2496765454610189,0.003166609433294794,0.026021639506022137,0.00029512652799737276,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7677902621722846,0.8127340823970037,0.8571428571428571,0.8125557339040484,0.03647826214000604,28
0.06360801060994466,0.0006086400410158764,0.007932504018147787,0.00012059194028409058,30,2,5,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7565543071161048,0.7902621722846442,0.8609022556390977,0.8025729116799489,0.04348018183482082,46
0.1253181298573812,0.0014918319910755017,0.013942321141560873,0.0001209764365812625,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7640449438202247,0.8052434456928839,0.8646616541353384,0.811316681216149,0.04130047409695327,34
0.2478628953297933,0.0019023763330352401,0.025990406672159832,5.81683788337065e-05,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7640449438202247,0.8052434456928839,0.8721804511278195,0.8138229468803093,0.044561028306780194,21
0.06216239929199219,0.0006757757784595181,0.007703622182210286,1.2938220612188162e-05,30,2,10,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7677902621722846,0.797752808988764,0.8270676691729323,0.7975369134446603,0.024200381585759906,70
